cik
0000001800
0000002135
0000002488
0000002969
0000003133
0000003333
0000003370
0000003673
0000004127
0000004281
0000004285
0000004310
0000004447
0000004904
0000004962
0000004977
0000005103
0000005133
0000005187
0000005272
0000005513
0000005907
0000006201
0000006281
0000006951
0000007084
0000007332
0000007974
0000008670
0000008818
0000008868
0000009389
0000009892
0000010081
0000010456
0000010795
0000011199
0000011544
0000011860
0000012208
0000012355
0000012659
0000012927
0000012978
0000014195
0000014272
0000014693
0000014930
0000016732
0000016918
0000018230
0000018349
0000018532
0000018540
0000018926
0000019150
0000019617
0000020171
0000020286
0000020290
0000020388
0000020520
0000021076
0000021267
0000021344
0000021665
0000022099
0000023217
0000023666
0000023738
0000024491
0000024545
0000024741
0000025191
0000025445
0000026172
0000026780
0000027419
0000027904
0000027996
0000028412
0000028917
0000029534
0000029669
0000029905
0000029924
0000029989
0000030554
0000030625
0000031235
0000031462
0000031791
0000032604
0000033185
0000033213
0000034088
0000034408
0000035527
0000036104
0000036270
0000036966
0000036995
0000037748
0000037785
0000037996
0000038074
0000038777
0000039899
0000039911
0000040493
0000040533
0000040545
0000040704
0000040779
0000040858
0000040987
0000041077
0000041499
0000042246
0000042293
0000042542
0000042582
0000043300
0000043362
0000045012
0000046080
0000046765
0000046989
0000047111
0000047217
0000048465
0000048898
0000049071
0000049196
0000049826
0000049996
0000050104
0000050341
0000050863
0000051143
0000051253
0000051396
0000051434
0000051644
0000052988
0000053117
0000053347
0000054050
0000054480
0000055067
0000055785
0000056873
0000058492
0000059478
0000059558
0000060086
0000060519
0000060667
0000061478
0000061986
0000062709
0000062996
0000063276
0000063416
0000063541
0000063754
0000063908
0000064040
0000064782
0000064803
0000065011
0000065100
0000065873
0000065984
0000066479
0000066740
0000067472
0000067686
0000068100
0000068505
0000069970
0000070318
0000070530
0000070538
0000070858
0000070866
0000071691
0000072020
0000072207
0000072331
0000072333
0000072741
0000072903
0000072911
0000072971
0000073309
0000074091
0000074208
0000075362
0000075677
0000075754
0000075829
0000076334
0000077360
0000077385
0000077449
0000077476
0000077551
0000078003
0000078066
0000078239
0000078814
0000079282
0000079326
0000079879
0000079958
0000080424
0000080661
0000080847
0000081371
0000081870
0000083604
0000084129
0000084792
0000084839
0000085408
0000085486
0000085812
0000085961
0000086104
0000086144
0000086312
0000087347
0000087777
0000088188
0000089089
0000089415
0000089800
0000090185
0000091142
0000091419
0000091440
0000091576
0000092122
0000092230
0000092380
0000093102
0000093410
0000093556
0000093751
0000095304
0000095521
0000096021
0000096223
0000096289
0000096879
0000096943
0000097210
0000097216
0000097349
0000097476
0000097745
0000097854
0000098246
0000098362
0000100030
0000100493
0000100517
0000100790
0000100885
0000100893
0000101320
0000101778
0000101829
0000101830
0000103379
0000104169
0000104599
0000104669
0000104889
0000105668
0000105770
0000106040
0000106413
0000106535
0000106640
0000107189
0000107263
0000107681
0000108516
0000108601
0000109198
0000109380
0000200406
0000201533
0000202058
0000203077
0000203527
0000205520
0000216228
0000217346
0000217410
0000277135
0000277948
0000278352
0000310158
0000310522
0000310569
0000310764
0000311259
0000313616
0000313927
0000314132
0000314808
0000315189
0000315213
0000315293
0000315852
0000316206
0000316709
0000317093
0000317771
0000318154
0000319201
0000319256
0000320187
0000320193
0000320335
0000350563
0000350698
0000351346
0000352363
0000352510
0000352541
0000352915
0000352947
0000353944
0000354190
0000354908
0000354950
0000354952
0000354964
0000356028
0000357261
0000701985
0000702165
0000703360
0000704051
0000706539
0000707549
0000708819
0000709519
0000709804
0000711065
0000711404
0000712515
0000713676
0000714154
0000714655
0000715096
0000715957
0000716039
0000716823
0000717423
0000718877
0000719739
0000720005
0000721083
0000721371
0000721683
0000722056
0000723125
0000723254
0000723527
0000723531
0000723612
0000726513
0000726728
0000728535
0000730464
0000731766
0000731802
0000731939
0000732485
0000732712
0000732713
0000732717
0000732718
0000736260
0000738076
0000740112
0000740260
0000743316
0000743872
0000743988
0000745732
0000746515
0000746838
0000746969
0000749251
0000751652
0000753308
0000754737
0000756894
0000758004
0000759944
0000764065
0000764180
0000764478
0000764622
0000764762
0000765880
0000766421
0000766704
0000767920
0000768251
0000768835
0000769397
0000770949
0000773840
0000773910
0000774203
0000775483
0000775616
0000777001
0000779152
0000783280
0000783325
0000785161
0000788784
0000789019
0000789073
0000789388
0000789570
0000789933
0000790070
0000791519
0000791907
0000792985
0000793952
0000794323
0000794367
0000795266
0000796343
0000797468
0000798354
0000800240
0000800459
0000801898
0000802301
0000803014
0000804212
0000804328
0000804753
0000806085
0000808362
0000808450
0000811156
0000811669
0000811830
0000812074
0000813672
0000814453
0000814547
0000814585
0000815094
0000815097
0000815556
0000816284
0000816761
0000817473
0000818479
0000819692
0000819996
0000820027
0000820313
0000821189
0000822416
0000823768
0000824169
0000827052
0000827054
0000829224
0000831001
0000831259
0000832101
0000832428
0000832988
0000833320
0000833444
0000835541
0000835729
0000835910
0000836102
0000836106
0000842023
0000846909
0000847903
0000848865
0000849213
0000849399
0000850209
0000850693
0000851968
0000857005
0000858339
0000858470
0000858877
0000859014
0000859737
0000860730
0000860731
0000861878
0000863157
0000864328
0000864749
0000865436
0000865752
0000866787
0000867058
0000868809
0000870517
0000872589
0000873364
0000873591
0000874016
0000874501
0000874716
0000874761
0000874766
0000875045
0000875159
0000875320
0000875570
0000877212
0000877890
0000878736
0000878927
0000879101
0000879169
0000880430
0000880446
0000882095
0000882184
0000882835
0000883241
0000883569
0000883980
0000884887
0000885639
0000885725
0000886158
0000886982
0000890801
0000891024
0000891103
0000894315
0000895126
0000895421
0000895441
0000895812
0000896159
0000896878
0000897723
0000898173
0000898293
0000899051
0000899652
0000899866
0000900075
0000906107
0000906163
0000906709
0000908255
0000909832
0000910521
0000910606
0000912093
0000912242
0000912595
0000912615
0000912750
0000914208
0000915389
0000915912
0000915913
0000916076
0000916365
0000916457
0000916863
0000918040
0000918160
0000918386
0000919623
0000920148
0000920448
0000920760
0000921738
0000921847
0000922224
0000922621
0000922864
0000925260
0000927066
0000927628
0000927653
0000929887
0000929987
0000931336
0000933136
0000934612
0000935703
0000936340
0000936395
0000936468
0000940944
0000941548
0000943452
0000943819
0000945436
0000945764
0000945841
0000946581
0000947484
0000949039
0000949061
0000949573
0001000180
0001000228
0001000697
0001000736
0001001082
0001001250
0001001288
0001002047
0001002910
0001004155
0001004434
0001004440
0001004858
0001004980
0001005414
0001006240
0001006835
0001007456
0001008654
0001008817
0001010775
0001011006
0001011657
0001012100
0001013220
0001013237
0001013462
0001013871
0001014473
0001015780
0001017008
0001018724
0001018840
0001018963
0001020265
0001020416
0001020569
0001021387
0001021860
0001022079
0001022671
0001023291
0001024305
0001024401
0001024478
0001026214
0001030048
0001031296
0001032033
0001032208
0001034054
0001035002
0001035267
0001035443
0001035713
0001035881
0001037038
0001037540
0001037646
0001037868
0001037949
0001038339
0001038357
0001039101
0001039684
0001040971
0001041061
0001042825
0001043277
0001043604
0001045309
0001045609
0001045810
0001047122
0001047699
0001047862
0001048286
0001048695
0001048911
0001050915
0001051470
0001053507
0001054374
0001054833
0001056288
0001057352
0001058090
0001058290
0001059556
0001060009
0001060391
0001061322
0001062047
0001062379
0001063761
0001064728
0001065088
0001065696
0001066107
0001066806
0001067092
0001067701
0001067983
0001069183
0001069202
0001069353
0001070412
0001070750
0001071739
0001073431
0001075531
0001076405
0001079182
0001084408
0001086222
0001087423
0001089976
0001090012
0001090727
0001090872
0001091667
0001093557
0001094093
0001094285
0001095073
0001097149
0001097864
0001099219
0001099800
0001100389
0001100682
0001101215
0001101239
0001103982
0001105705
0001108524
0001108827
0001109304
0001109357
0001110783
0001110803
0001111335
0001111711
0001111928
0001113169
0001116132
0001116521
0001120193
0001121788
0001122304
0001123360
0001124198
0001124887
0001126328
0001130310
0001130385
0001132979
0001133421
0001135152
0001135971
0001136869
0001136893
0001137411
0001137774
0001137789
0001138118
0001138234
0001140536
0001140859
0001141185
0001141391
0001141982
0001144215
0001145197
0001156039
0001156375
0001158449
0001159297
0001163165
0001163302
0001163739
0001164727
0001166126
0001166691
0001168054
0001170010
0001170650
0001171825
0001174922
0001175454
0001179929
0001219601
0001224608
0001260221
0001262039
0001267238
0001272547
0001274057
0001274494
0001275283
0001276520
0001278021
0001279363
0001280452
0001281761
0001282266
0001283699
0001285785
0001286681
0001288784
0001289490
0001300514
0001301063
0001306830
0001308161
0001310067
0001316835
0001318605
0001321655
0001324404
0001324424
0001326160
0001326380
0001326801
0001327567
0001327811
0001335258
0001336917
0001336920
0001338749
0001339947
0001341439
0001350031
0001352010
0001358071
0001359841
0001361658
0001365135
0001368007
0001368457
0001370637
0001370946
0001373715
0001373835
0001374310
0001375365
0001377013
0001378946
0001379895
0001383312
0001385157
0001385187
0001389170
0001390777
0001393311
0001393612
0001393818
0001396009
0001397187
0001398987
0001399315
0001400891
0001402057
0001403161
0001403568
0001404912
0001408198
0001409775
0001410636
0001413329
0001413447
0001416436
0001418091
0001418135
0001419612
0001424847
0001430602
0001434620
0001437107
0001442145
0001451505
0001452575
0001457543
0001463101
0001465112
0001466258
0001467373
0001467858
0001474735
0001478242
0001489393
0001492633
0001495569
0001496048
0001501585
0001506307
0001510295
0001513761
0001518832
0001519751
0001521332
0001524472
0001526520
0001530721
0001532063
0001534701
0001535527
0001539838
0001543151
0001545158
0001546640
0001551152
0001555218
0001555280
0001559720
0001564708
0001567892
0001571949
0001571996
0001575189
0001578845
0001579241
0001585364
0001585689
0001590895
0001590955
0001593034
0001593538
0001595262
0001596532
0001596783
0001598014
0001601046
0001601712
0001603923
0001604778
0001608109
0001609711
0001613103
0001618921
0001620546
0001629995
0001633917
0001637459
0001645590
0001646383
0001650107
0001650132
0001652044
0001653477
0001659166
0001660690
0001666700
0001670541
0001673358
0001673985
0001674862
0001675149
0001677203
0001678531
0001679273
0001681459
0001681689
0001682852
0001685040
0001687229
0001688568
0001692819
0001699150
0001701605
0001702780
0001705696
0001707925
0001711269
0001720635
0001723089
0001730168
0001732845
0001735707
0001739940
0001740332
0001744489
0001748790
0001751788
0001752836
0001754301
0001755672
0001757898
0001760965
0001770450
0001781335
0001783180
0001786842
0001792044
0001799208
0001800227
0001811074
0001820877
0001821825
0001841666
0001858681
0001868275
0001895262
0001915657
0001932393
0001941365
0001944013
0001944048
0001959348
0001964738
0001965040
0001967680
0001968915
0001996810
0001996862
0002005951
0002011286
0002012383
0002041610
